Value,Disaggregation combinations using this value,Number of indicators
"International Bank for Reconstruction and Development Management’s Discussion & Analysis and Financial Statements June 30, 2021",4,2
"International Monetary Fund, Balance of Payments Statistics Yearbook and data files, and World Bank and OECD GDP estimates.",1,1
"International Monetary Fund, Balance of Payments Statistics Yearbook and data files.",1,1
"International Monetary Fund, Government Finance Statistics Yearbook and data files, and World Bank and OECD GDP estimates.",2,1
"International Monetary Fund, International Financial Statistics and Balance of Payments databases, World Bank, International Debt Statistics, and World Bank and OECD GDP estimates.",1,1
"International Monetary Fund, International Financial Statistics and data files.",2,1
"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",1,1
ITPGRFA Secretariat ,3,1
ITU estimate,1,1
ITU Estimate.,1,1
ITU estimate.,8,2
LFS - National Employment Survey,9,1
NA,12,1
"National Employment Survey. Reference period for participation in education and training: unknown, likely 1 month prior to the interview. Data extracted on 01 April 2022.",1,1
National Entity,24,1
"Ndiaye S, Ayad M (Centre de Recherche pour le Développement Humain [Sénégal], ORC Macro). Enquête Démographique et de Santé au Sénégal 2005. Calverton, Maryland, USA: Centre de Recherche pour le Développement Humain [Sénégal], ORC Macro; 2006 (in French).",1,1
"No data on certified forest area in the FSC and PEFC records, value is therefore assumed to be zero",1,1
Official country publications. UNSD national account estimates.,1,1
Official country publications. World Bank national accounts data.,1,1
Official country publications.,1,1
PASEC 2014 avg G2 & G6; Data extracted on 01 April 2022.,1,1
"Plastic Pollution (MLW, MDMAP, ICC)",1,1
"Poverty and Inequality Portal, World Bank",13,1
Programme for International Student Assessment (PISA) for Development. Students achieving at least proficiency Level 2. Modal grade for PISA: http://dx.doi.org/10.1787/888934038799 Data extracted on 01 April 2022.,10,1
Ramsar National Report COP14,2,1
"Rapport de l'Enquête sur les Objectifs de la Fin de Decennie sur l'Enfance (MICS-II-2000). Sénégal: Gouvernement du Sénégal, Fonds des Nations Unies pour l'Enfance (UNICEF); 2000 (in French).",1,1
"Rapport de l'enquête sur les objectives de la fin de decennie sur l'enfance (MICS-II-2000). Dakar, Senegal, Novembre 2000",2,1
Rapport de Synthèse de la Deuxième Enquête Sénégalaise Auprès des Ménagés (ESAM-II). Sénégal: Ministère de l'Economie et des Finances; 2004 (in French).,1,1
RAPPORT naTIOnaL SUR LA SITUATION DE L'EDUCATION 2018 (https://education.sn/sites/default/files/2019-08/RNSE%20_2018%20%20-DPRE_DSP_BSS-%20vf%20juillet%202019.pdf); Data extracted on 01 April 2022.,1,1
"Remittance Prices Worldwide database, World Bank.",5,1
Report of the Economic and Social Council for 2005 (A/60/3),4,2
Report of the Security Council (A/71/2),4,2
Report of the Security Council for 2017 (A/72/2),4,2
SEN - HIES - Harmonized Survey on Household Living Conditions,1,1
SEN - LFS - National Employment Survey,1,1
Senegal 2002 Census,1,1
Senegal 2005 Demographic and Health Survey,3,2
Senegal 2006 Malaria Indicators Survey (MIS),1,1
Senegal 2006 Malaria Indicators Survey,2,1
Senegal 2008-2009 Malaria Indicators Survey (MIS),1,1
Senegal 2008-2009 Malaria Indicators Survey,1,1
Senegal 2010-2011 Enquête Démographique et de Santé à Indicateurs Multiples,3,2
Senegal 2012-2013 Enquête Démographique et de Santé Continue,4,2
Senegal 2014 Demographic and Health Survey,3,2
Senegal 2015 Demographic and Health Survey,4,2
Senegal 2016 Demographic and Health Survey,3,2
Senegal 2017 Demographic and Health Survey (DHS),1,1
Senegal 2017 Demographic and Health Survey,3,2
Senegal 2018 Demographic and Health Survey,3,2
Senegal 2019 Demographic and Health Survey,3,2
Senegal - Deuxième Enquête Sénégalaise Auprès des Ménages 2001 - World Bank SHIP Harmonized Dataset,2,1
Senegal DHS 2005. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above. Under Coverage (Students or individuals): Value based on 25-49 unweighted observations in sample.; Data extracted on 01 April 2022.,18,1
Senegal DHS 2005. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,19,1
Senegal DHS 2005. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,98,1
Senegal DHS 2005. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Under Coverage (Students or individuals): Value based on 25-49 unweighted observations in sample.; Data extracted on 01 April 2022.,8,1
Senegal DHS 2005. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,8,1
Senegal DHS 2005. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.; Data extracted on 01 April 2022.,146,1
Senegal DHS 2010-11. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above. Under Coverage (Students or individuals): Value based on 25-49 unweighted observations in sample.; Data extracted on 01 April 2022.,11,1
Senegal DHS 2010-11. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,8,1
Senegal DHS 2010-11. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,116,1
Senegal DHS 2010-11. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Under Coverage (Students or individuals): Value based on 25-49 unweighted observations in sample.; Data extracted on 01 April 2022.,4,1
Senegal DHS 2010-11. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,3,1
Senegal DHS 2010-11. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.; Data extracted on 01 April 2022.,155,1
"Senegal DHS 2014. World Inequality Database on Education (WIDE), June 2019.; Data extracted on 01 April 2022.",39,2
Senegal DHS 2015-16. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above. Under Coverage (Students or individuals): Value based on 25-49 unweighted observations in sample.; Data extracted on 01 April 2022.,20,1
Senegal DHS 2015-16. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,32,1
Senegal DHS 2015-16. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,83,1
Senegal DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Under Coverage (Students or individuals): Value based on 25-49 unweighted observations in sample.; Data extracted on 01 April 2022.,11,1
Senegal DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,13,1
Senegal DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.; Data extracted on 01 April 2022.,138,1
Senegal DHS 2015 (GEMR).; Data extracted on 01 April 2022.,2,1
Senegal DHS 2015. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above. Under Coverage (Students or individuals): Value based on 25-49 unweighted observations in sample.; Data extracted on 01 April 2022.,28,1
Senegal DHS 2015. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,15,1
Senegal DHS 2015. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,77,1
Senegal DHS 2015. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Under Coverage (Students or individuals): Value based on 25-49 unweighted observations in sample.; Data extracted on 01 April 2022.,15,1
Senegal DHS 2015. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,6,1
Senegal DHS 2015. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.; Data extracted on 01 April 2022.,134,1
Senegal DHS 2017. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above. Under Coverage (Students or individuals): Value based on 25-49 unweighted observations in sample.; Data extracted on 01 April 2022.,20,1
Senegal DHS 2017. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,9,1
Senegal DHS 2017. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,106,1
Senegal DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Under Coverage (Students or individuals): Value based on 25-49 unweighted observations in sample.; Data extracted on 01 April 2022.,9,1
Senegal DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,3,1
Senegal DHS 2017. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.; Data extracted on 01 April 2022.,150,1
Senegal DHS 2018. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above. Under Coverage (Students or individuals): Value based on 25-49 unweighted observations in sample.; Data extracted on 01 April 2022.,21,1
Senegal DHS 2018. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,12,1
Senegal DHS 2018. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,86,1
Senegal DHS 2018. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Under Coverage (Students or individuals): Value based on 25-49 unweighted observations in sample.; Data extracted on 01 April 2022.,11,1
Senegal DHS 2018. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,5,1
Senegal DHS 2018. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.; Data extracted on 01 April 2022.,139,1
Senegal DHS 2019. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above. Under Coverage (Students or individuals): Value based on 25-49 unweighted observations in sample.; Data extracted on 01 April 2022.,20,1
Senegal DHS 2019. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,26,1
Senegal DHS 2019. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,82,1
Senegal DHS 2019. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Under Coverage (Students or individuals): Value based on 25-49 unweighted observations in sample.; Data extracted on 01 April 2022.,11,1
Senegal DHS 2019. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,11,1
Senegal DHS 2019. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.; Data extracted on 01 April 2022.,137,1
Senegal - Enquête de Suivi de la Pauvreté au Sénégal 2005 - World Bank SHIP Harmonized Dataset,2,1
Senegal - Enquête de Suivi de la Pauvreté au Sénégal 2011,2,1
"Senegal : Enquête Démographique et de Santé Continue (EDS-Continue 2016). Rockville, Maryland, USA : ANSD et ICF",2,1
"Senegal General Census of Population and Housing 2002. IPUMS-International, national Agency of Statistics and Demography.; Data extracted on 01 April 2022.",27,1
"Senegal General Census of Population and Housing 2002. IPUMS-Intertiol, tiol Agency of Statistics and Demography.; Data extracted on 01 April 2022.",18,1
"Senegal MICS 2000. World Inequality Database on Education (WIDE), June 2019.; Data extracted on 01 April 2022.",39,2
Société Nationale des Télécommunications du Sénégal (SONATEL).,1,1
Source: HIES - Harmonized Survey on Household Living Conditions,21,2
Source: HS - Household Survey,3,1
Source: HS - Survey To Monitor Poverty,18,1
Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI),10,1
"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",18,1
"Source: Joint Child Malnutrition Estimates (2021 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",38,1
Source: LFS - National Employment Survey,21,2
Source: Regional Publication Data extracted on 15 September 2022.,2,2
"Source: UNCTAD Review of Maritime Transport, 2021 and UNCTADstat (http://stats.unctad.org/teu).",1,1
"Sénégal : Enquête Démographique et de Santé Continue (EDS-Continue 2014). Rockville, Maryland, USA : ANSD et ICF International, 2015.",2,1
Sénégal : Enquête Démographique et de Santé Continue (EDS-Continue 2015).  Octobre 2016,2,1
"Sénégal: Enquête Démographique et de Santé Continue (EDS-Continue) 2017. Rockville, Maryland, USA: Agence Nationale de la Statistique et de la Démographie (ANSD), ICF;  2018 (in French).",1,1
"Sénégal : Enquête Démographique et de Santé Continue (EDS-Continue 2018). Rockville, Maryland, USA : ANSD et ICF.",2,1
"Sénégal: Enquête Démographique et de Santé Continue (EDS-Continue) 2018. Rockville, Maryland, USA: Agence Nationale de la Statistique et de la Démographie (ANSD), ICF;  2019 (in French).",1,1
"Sénégal : Enquête Démographique et de Santé Continue (EDS-Continue 2019). Rockville, Maryland, USA : ANSD et ICF",2,1
"Sénégal: Enquête Démographique et de Santé Continue (EDS-Continue) 2019.  Rockville, Maryland, USA: Agence Nationale de la Statistique et de la Démographie (ANSD), ICF;  2020 (in French).",1,1
the International Transport Forum at the OECD (ITF-OECD),5,1
The World Bank Annual Report 2000: Financial Statement and Appendixes to the Annual Report,4,2
UN General Assembly website http://www.un.org/en/member-states/index.html,4,2
UNESCO Institute for Statistics.  Data extracted on 01 April 2022.,48,3
UNESCO Institute for Statistics.  Data extracted on 15 September 2022.,5,2
"UNIDO National Accounts Database. Available at https://stat.unido.org. IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",1,1
UNSD / UNITAR / WESR,1,1
UNSD,4,1
UNSD/UNEP Questionnaire on Environment Statistics,8,2
West African Economic and Monetary Union (WAEMU),6,1
WHO 2020,1,1
"World Bank, International Debt Statistics.",1,1
"World Bank national accounts data, and OECD National Accounts data files.",7,1
"World Development Indicators database, World Bank.",2,1
World Environment Situation Room,5,2
"World Trade Organization, and World Bank GDP estimates.",1,1
WTO Annual Report 2015,4,2
WTO Annual Report 2016,4,2
WTO Annual Report 2017,4,2
WTO Annual Report 2018,4,2
WTO Annual Report 2019,4,2
WTO Annual Report 2020,4,2
WTO Annual Report 2021,4,2
